date,close,open,high,low,vol,amount
20000915,4710.797,4717.812,4719.358,4677.909,7584373.0,7603068.0
20000918,4628.838,4714.595,4714.667,4624.811,7434543.0,7308119.0
20000919,4512.509,4609.781,4609.781,4498.857,10138737.0,8717567.0
20000920,4551.033,4504.906,4558.395,4480.865,8134071.0,8142892.0
20000921,4518.344,4558.627,4570.885,4512.852,7617101.0,6496989.0
20000922,4465.131,4511.863,4511.863,4454.165,6645130.0,5740767.0
20000925,4428.032,4460.107,4475.101,4424.013,5870189.0,4924008.0
20000926,4477.398,4430.58,4479.876,4430.58,6705966.0,6542988.0
20000927,4541.323,4483.272,4541.541,4482.389,5902907.0,5537661.0
20000928,4465.197,4545.793,4553.003,4459.354,6550951.0,5418443.0
20000929,4523.658,4467.665,4525.035,4467.665,5419518.0,5486685.0
20001009,4507.582,4534.846,4544.054,4478.669,5455106.0,5444063.0
20001010,4572.208,4510.199,4573.407,4502.573,7691212.0,7206710.0
20001011,4557.312,4587.41,4596.239,4550.351,7023271.0,7378932.0
20001012,4514.488,4553.876,4554.238,4490.343,9915225.0,8579056.0
20001013,4481.065,4507.818,4531.557,4471.496,9015271.0,8314487.0
20001016,4468.678,4478.147,4484.735,4448.199,6488800.0,6818289.0
20001017,4491.989,4469.467,4492.946,4460.798,5945811.0,5549518.0
20001018,4555.477,4502.263,4556.896,4499.267,6657138.0,6734584.0
20001019,4514.15,4556.902,4570.163,4504.967,6433647.0,6160050.0
20001020,4611.978,4512.268,4614.007,4509.839,9492069.0,10494438.0
20001023,4611.93,4632.693,4640.206,4590.146,9393158.0,9824584.0
20001024,4601.88,4615.043,4630.5,4582.359,6739819.0,7854234.0
20001025,4643.335,4606.287,4654.319,4585.188,11396075.0,11105734.0
20001026,4594.681,4646.933,4654.708,4588.823,10138097.0,8537583.0
20001027,4602.573,4597.301,4608.263,4576.625,8125738.0,7796508.0
20001030,4597.007,4606.985,4610.497,4574.562,8943094.0,9079518.0
20001031,4573.224,4597.751,4611.612,4564.718,8545309.0,8375380.0
20001101,4604.415,4573.228,4607.598,4572.603,8550992.0,7401734.0
20001102,4629.073,4607.684,4644.405,4607.684,10108373.0,9299364.0
20001103,4628.42,4636.256,4644.6,4614.749,13292494.0,8881059.0
20001106,4646.261,4642.496,4650.742,4618.051,12029360.0,9136150.0
20001107,4632.966,4654.101,4659.836,4621.107,10306561.0,8143012.0
20001108,4675.574,4637.536,4676.031,4636.572,10640839.0,8376899.0
20001109,4749.51,4672.073,4750.672,4671.665,17642748.0,12187806.0
20001110,4826.12,4768.426,4848.179,4758.308,17626497.0,15233180.0
20001113,4913.643,4841.532,4932.929,4841.462,17455683.0,15772835.0
20001114,4927.285,4927.399,4929.706,4864.891,14519424.0,13719024.0
20001115,4915.059,4936.661,4959.398,4894.83,16118746.0,14232099.0
20001116,4953.34,4915.461,4954.687,4915.069,16691248.0,14000982.0
20001117,4953.893,4964.387,4979.957,4931.736,15336656.0,13138134.0
20001120,4960.992,4951.99,4962.608,4892.309,15794211.0,13558585.0
20001121,4928.782,4962.415,4987.357,4924.873,16403028.0,12584748.0
20001122,4986.285,4916.194,4987.619,4904.701,16895014.0,12681343.0
20001123,4981.408,5001.499,5011.035,4959.889,14475421.0,13833528.0
20001124,4841.469,4982.59,5001.292,4816.844,18720958.0,16344035.0
20001127,4818.441,4799.857,4860.273,4773.136,12410950.0,11046568.0
20001128,4868.2,4823.02,4868.524,4823.02,9295871.0,9271920.0
20001129,4819.996,4873.398,4875.949,4797.13,13545921.0,10178939.0
20001130,4829.994,4820.743,4840.706,4804.242,9194320.0,8275459.0
20001201,4850.008,4836.637,4860.351,4831.623,13166917.0,9379800.0
20001204,4855.223,4858.767,4864.664,4833.314,13802937.0,10074138.0
20001205,4820.59,4860.555,4869.918,4815.318,13895709.0,9490619.0
20001206,4771.48,4825.694,4838.156,4760.868,11921190.0,10312503.0
20001207,4753.005,4768.069,4790.844,4735.888,9501790.0,8537251.0
20001208,4747.943,4748.959,4771.153,4744.016,10257442.0,7707979.0
20001211,4667.243,4751.755,4754.877,4662.07,11815296.0,8743449.0
20001212,4704.887,4672.65,4706.571,4652.227,9337498.0,7246044.0
20001213,4680.492,4708.205,4708.72,4675.906,8371277.0,6890267.0
20001214,4698.695,4686.847,4715.266,4684.555,13216817.0,7027904.0
20001215,4695.806,4702.927,4719.465,4675.233,11631982.0,6985725.0
20001218,4710.822,4701.412,4712.597,4652.401,9164864.0,8017229.0
20001219,4699.026,4720.653,4729.49,4690.726,7236965.0,6551374.0
20001220,4743.212,4704.292,4744.817,4688.25,9403590.0,8045530.0
20001221,4742.957,4757.24,4779.087,4737.743,9698879.0,8635040.0
20001222,4720.917,4745.286,4754.061,4705.612,8990478.0,8445808.0
20001225,4675.372,4722.085,4722.085,4663.839,10159781.0,9081406.0
20001226,4696.856,4684.086,4699.955,4663.628,9626150.0,8579282.0
20001227,4680.281,4695.268,4709.955,4675.041,10438611.0,7899214.0
20001228,4705.614,4685.534,4711.622,4672.557,9767944.0,7527883.0
20001229,4752.751,4709.367,4755.245,4709.367,11359824.0,7441234.0
20010102,4797.961,4756.181,4799.771,4734.07,16647714.0,9785467.0
20010103,4822.946,4806.894,4825.904,4784.206,13683525.0,12570544.0
20010104,4801.169,4833.52,4836.514,4795.043,10720936.0,10743732.0
20010105,4792.28,4800.955,4806.838,4768.112,10305972.0,10433720.0
20010108,4719.379,4793.402,4793.402,4699.119,12027320.0,11957098.0
20010109,4739.549,4708.791,4742.76,4684.873,8770744.0,8234537.0
20010110,4787.199,4742.128,4788.8,4739.303,10300156.0,10043901.0
20010111,4817.29,4795.246,4849.254,4790.377,10586231.0,11524892.0
20010112,4793.096,4825.786,4825.786,4782.261,9822895.0,10187151.0
20010115,4648.996,4778.932,4778.932,4642.864,13555722.0,10595533.0
20010116,4678.181,4629.222,4685.103,4610.277,9008748.0,7861604.0
20010117,4659.393,4687.541,4698.439,4652.796,6543077.0,6450830.0
20010118,4690.594,4661.67,4709.485,4661.67,9851985.0,6969334.0
20010119,4743.368,4701.1,4745.141,4701.1,9731529.0,7628712.0
20010205,4636.869,4754.243,4764.649,4629.33,8197591.0,6454267.0
20010206,4608.214,4624.216,4633.077,4533.743,7732558.0,5788562.0
20010207,4560.027,4607.849,4623.772,4557.519,5981029.0,4146470.0
20010208,4410.29,4551.864,4561.802,4403.668,7375949.0,5575691.0
20010209,4478.805,4416.781,4493.902,4416.781,10710060.0,5915973.0
20010212,4460.171,4488.152,4490.308,4412.762,6600643.0,5109644.0
20010213,4463.92,4467.314,4491.705,4459.76,5155447.0,4382761.0
20010214,4468.756,4464.517,4483.747,4456.05,3334704.0,3246278.0
20010215,4435.738,4471.223,4488.602,4431.653,3820129.0,3407788.0
20010216,4441.605,4427.392,4443.654,4369.045,5133184.0,4262695.0
20010219,4494.976,4443.489,4496.525,4418.313,5332689.0,4181676.0
20010220,4474.765,4491.748,4530.165,4459.823,5749568.0,5171986.0
20010221,4362.647,4466.141,4466.141,4333.933,7582631.0,6521188.0
20010222,4352.403,4341.533,4388.61,4318.52,5062090.0,4639804.0
20010223,4413.339,4346.207,4414.003,4341.736,5617098.0,4775105.0
20010226,4465.152,4426.307,4467.189,4415.267,6779429.0,5646195.0
20010227,4462.047,4472.042,4480.133,4424.778,6476773.0,5337541.0
20010228,4453.143,4471.826,4484.309,4438.502,4944418.0,4103689.0
20010301,4495.498,4455.155,4497.319,4455.155,6137486.0,4656294.0
20010302,4578.637,4512.471,4592.9,4512.471,14828960.0,7363384.0
20010305,4571.656,4609.187,4614.692,4570.359,7106615.0,5589425.0
20010306,4601.68,4596.177,4601.99,4564.7,9345707.0,6860901.0
20010307,4615.805,4631.872,4650.225,4597.468,17983279.0,11611461.0
20010308,4677.12,4616.275,4687.682,4597.121,11656249.0,8947244.0
20010309,4732.038,4684.91,4749.248,4684.91,13582300.0,11129667.0
20010312,4736.555,4742.502,4750.315,4704.511,12122621.0,9962944.0
20010313,4697.202,4734.623,4734.623,4676.529,13482867.0,9886077.0
20010314,4775.109,4689.627,4775.768,4672.892,10809054.0,8807008.0
20010315,4784.765,4780.483,4797.936,4764.937,14469475.0,10959646.0
20010316,4787.616,4787.689,4809.238,4759.354,12757213.0,10786603.0
20010319,4846.426,4789.682,4846.684,4777.855,15013739.0,11923540.0
20010320,4883.225,4857.996,4883.8,4851.664,13610621.0,12326443.0
20010321,4937.145,4891.831,4949.211,4863.95,17676510.0,13592281.0
20010322,4999.835,4949.325,5000.469,4940.67,20847496.0,16197544.0
20010323,4875.224,5017.325,5037.153,4874.505,23653847.0,19611038.0
20010326,4952.595,4860.585,4954.653,4854.311,19422350.0,14413497.0
20010327,5006.951,4972.879,5011.638,4951.385,16775089.0,15957960.0
20010328,5013.856,5021.975,5037.512,4982.803,17861699.0,15947798.0
20010329,4961.727,5013.808,5020.167,4959.077,15205305.0,13119812.0
20010330,4965.986,4961.523,4973.618,4922.992,21419130.0,13243645.0
20010402,4984.506,4976.978,4999.637,4945.797,22959910.0,15083177.0
20010403,4950.18,4986.614,4992.313,4932.249,18988311.0,11575042.0
20010404,4877.175,4950.138,4977.171,4860.995,16962205.0,11394448.0
20010405,4933.842,4860.881,4935.576,4857.29,24175196.0,10577851.0
20010406,4927.293,4952.323,4969.588,4911.368,31605890.0,12153257.0
20010409,4940.209,4920.635,4946.213,4897.963,23507174.0,10715367.0
20010410,4973.543,4937.139,4980.181,4937.139,21620282.0,10906598.0
20010411,4980.433,4981.646,4990.37,4950.227,12832751.0,9463753.0
20010412,4995.94,4990.444,5025.582,4974.822,14263331.0,12664280.0
20010413,5031.341,4998.777,5031.44,4979.585,14171372.0,10580182.0
20010416,5074.779,5045.741,5077.045,5033.935,25972249.0,16680520.0
20010417,5065.288,5084.447,5091.457,5036.113,19645029.0,15090200.0
20010418,5033.786,5065.247,5079.932,5023.814,18052026.0,13643139.0
20010419,5001.93,5031.377,5036.474,4955.158,14001018.0,11995636.0
20010420,4940.236,5003.932,5015.209,4939.305,15319281.0,14858502.0
20010423,4905.173,4928.708,4943.122,4882.94,16482737.0,12058129.0
20010424,4918.705,4906.749,4936.141,4906.067,10714644.0,10722435.0
20010425,4806.071,4913.187,4931.33,4796.738,12894635.0,12072164.0
20010426,4769.649,4793.1,4822.256,4765.018,8667696.0,8539564.0
20010427,4799.145,4767.214,4811.633,4767.214,9035544.0,7309965.0
20010430,4802.592,4800.705,4822.608,4784.736,7406545.0,6645209.0
20010508,4838.807,4810.91,4846.514,4809.246,6330196.0,5939734.0
20010509,4826.338,4846.772,4855.173,4816.947,7696252.0,7482399.0
20010510,4838.473,4826.221,4863.591,4824.892,6918730.0,7238187.0
20010511,4854.299,4842.249,4862.784,4829.14,9140448.0,7527768.0
20010514,4899.723,4857.728,4900.477,4836.66,18100482.0,11097760.0
20010515,4899.249,4911.713,4929.261,4876.52,14918067.0,11358743.0
20010516,4911.667,4904.884,4921.488,4880.708,11441162.0,9972873.0
20010517,4862.154,4915.061,4921.955,4858.539,17008106.0,10939215.0
20010518,4865.729,4858.096,4867.142,4836.57,25602690.0,12589736.0
20010521,4841.435,4864.983,4864.983,4831.342,27955166.0,16249371.0
20010522,4846.094,4846.495,4866.499,4841.514,13193254.0,11873168.0
20010523,4845.446,4855.972,4870.532,4799.299,15306922.0,12900587.0
20010524,4831.94,4847.353,4852.17,4820.402,11653329.0,11419956.0
20010525,4831.989,4825.203,4842.321,4795.085,11453818.0,10909258.0
20010528,4813.505,4836.808,4846.265,4794.87,12454743.0,11657980.0
20010529,4796.509,4811.268,4835.119,4784.895,8993290.0,9388978.0
20010530,4879.6,4798.237,4879.854,4798.237,14170177.0,10804336.0
20010531,4857.468,4889.664,4903.277,4851.124,12347851.0,11451264.0
20010601,4851.045,4862.193,4874.797,4836.575,13497648.0,12004044.0
20010604,4804.672,4842.579,4856.152,4796.474,19512890.0,13067446.0
20010605,4810.068,4801.147,4831.237,4791.464,19192288.0,12427873.0
20010606,4829.434,4811.695,4830.16,4795.782,13899330.0,12377728.0
20010607,4785.077,4831.626,4835.947,4780.589,11806240.0,11226788.0
20010608,4782.008,4797.198,4797.198,4754.243,12461488.0,10125867.0
20010611,4735.023,4780.966,4784.163,4718.781,10794001.0,10191366.0
20010612,4744.729,4731.794,4754.925,4719.546,10258564.0,9774710.0
20010613,4793.544,4744.61,4794.311,4739.249,10506069.0,11483904.0
20010614,4735.043,4799.822,4809.839,4732.825,15322539.0,12923252.0
20010615,4745.375,4722.403,4750.326,4706.514,10519438.0,9400778.0
20010618,4665.461,4748.604,4750.652,4650.894,12606364.0,10387687.0
20010619,4674.412,4662.314,4682.729,4640.898,7550525.0,7308016.0
20010620,4646.41,4678.865,4684.25,4632.209,7206705.0,6499134.0
20010621,4675.93,4648.525,4677.291,4636.623,8718122.0,6590469.0
20010622,4723.97,4676.402,4725.446,4676.004,11255077.0,7881466.0
20010625,4757.796,4733.809,4758.15,4727.513,12534176.0,10462015.0
20010626,4753.903,4765.027,4766.572,4737.29,11478265.0,10388019.0
20010627,4740.726,4758.487,4761.238,4729.277,10645352.0,9299723.0
20010628,4713.29,4744.596,4756.256,4706.611,10045090.0,8429268.0
20010629,4716.896,4721.614,4730.996,4711.641,10991875.0,6799328.0
20010702,4690.65,4720.38,4733.33,4682.7,10320793.0,6356050.0
20010703,4700.83,4692.01,4701.52,4671.86,18188682.0,7095090.0
20010704,4707.2,4707.51,4726.52,4700.69,11072047.0,5680030.0
20010705,4675.68,4708.58,4718.19,4660.39,11700834.0,6745870.0
20010706,4648.19,4675.35,4688.97,4644.98,7795512.0,5442620.0
20010709,4642.6,4658.15,4666.17,4636.93,8080184.0,5506900.0
20010710,4687.11,4644.77,4687.12,4644.77,6840947.0,6000620.0
20010711,4638.59,4691.77,4697.23,4635.3,7901589.0,5803040.0
20010712,4644.68,4637.41,4656.16,4610.07,7335033.0,5653680.0
20010713,4634.5,4648.8,4679.74,4632.46,5650992.0,5010530.0
20010716,4609.08,4678.89,4692.68,4603.05,8132396.0,7329610.0
20010717,4574.56,4610.15,4611.21,4539.26,8089576.0,5613970.0
20010718,4608.3,4581.58,4620.54,4581.58,5007235.0,4594850.0
20010719,4585.14,4612.75,4615.59,4552.98,8895720.0,5500240.0
20010720,4634.88,4590.65,4639.58,4575.11,10311914.0,8157120.0
20010723,4588.34,4645.54,4652.05,4586.22,8477778.0,7638880.0
20010724,4499.38,4566.74,4572.83,4489.89,8510229.0,7092320.0
20010725,4453.59,4490.46,4507.86,4439.15,7230123.0,5735420.0
20010726,4411.4,4452.27,4462.15,4388.42,7872659.0,5988230.0
20010727,4340.25,4411.99,4433.17,4332.25,8224052.0,6565790.0
20010730,4113.94,4308.68,4308.68,4109.48,10110884.0,7442270.0
20010731,4059.01,4081.49,4171.89,4043.8,9951580.0,6312770.0
20010801,4173.41,4069.1,4175.27,4069.1,7933836.0,5956910.0
20010802,4089.8,4176.15,4177.96,4012.3,8304368.0,5460710.0
20010803,4071.31,4087.9,4104.69,4053.37,7496149.0,3954250.0
20010806,3893.15,4061.95,4061.95,3855.97,9784791.0,5662670.0
20010807,3949.78,3878.11,3982.72,3850.98,8549900.0,5183750.0
20010808,3924.79,3951.25,3963.76,3902.02,5310292.0,3334820.0
20010809,3995.26,3925.11,3995.87,3924.8,8746090.0,4864150.0
20010810,4068.65,4004.66,4079.08,4001.19,11417059.0,6620520.0
20010813,4079.69,4079.61,4098.54,4039.2,8442992.0,4807060.0
20010814,4035.88,4086.42,4096.74,4002.33,7967297.0,4936190.0
20010815,4064.32,4034.74,4072.47,4030.12,4398855.0,3453230.0
20010816,4001.26,4065.05,4067.69,3999.47,5515065.0,3869610.0
20010817,4007.42,3993.83,4020.36,3979.41,5128023.0,3034270.0
20010820,4048.42,4012.26,4060.11,3993.65,5150689.0,3200620.0
20010821,4064.45,4056.33,4092.19,4056.33,5099551.0,3687760.0
20010822,4010.86,4056.82,4057.29,3968.24,7512274.0,4694560.0
20010823,4024.7,3994.12,4033.98,3945.33,5540938.0,4133120.0
20010824,3987.67,4030.31,4051.68,3984.57,6109285.0,3836770.0
20010827,3853.83,3974.63,3974.63,3852.39,9125841.0,5175920.0
20010828,3896.28,3833.76,3899.03,3782.54,8208832.0,4381920.0
20010829,3914.37,3905.86,3964.19,3890.59,6321647.0,4129930.0
20010830,3870.84,3909.16,3909.16,3862.78,4354238.0,2580630.0
20010831,3860.22,3868.71,3893.11,3855.08,6205928.0,2835390.0
20010903,3827.349,3861.971,3864.559,3822.528,4384087.0,2745538.0
20010904,3949.499,3820.038,3950.088,3820.038,7455939.0,4579038.0
20010905,3937.324,3965.865,3993.225,3932.147,8667602.0,5098732.0
20010906,3937.494,3938.143,3969.494,3911.659,12432760.0,4028394.0
20010907,3798.263,3926.22,3926.22,3798.263,14797512.0,5396611.0
20010910,3871.854,3755.531,3876.451,3723.167,11661986.0,5019284.0
20010911,3861.091,3854.984,3890.272,3833.414,13172055.0,4760164.0
20010912,3780.067,3711.749,3800.537,3695.603,14575662.0,7355464.0
20010913,3746.708,3760.795,3794.733,3745.995,8123287.0,3638010.0
20010914,3663.386,3730.823,3745.122,3663.386,8058787.0,4435982.0
20010917,3568.168,3649.861,3649.861,3567.035,8304611.0,4873473.0
20010918,3586.786,3572.577,3647.116,3548.535,5569624.0,3308638.0
20010919,3666.52,3576.478,3668.05,3543.675,5621533.0,3516732.0
20010920,3628.277,3658.405,3681.885,3621.785,5352517.0,3589388.0
20010921,3578.195,3606.986,3621.797,3575.35,4614348.0,2777335.0
20010924,3558.385,3566.707,3582.301,3554.561,5350410.0,2434567.0
20010925,3562.225,3561.896,3605.417,3551.508,4776479.0,2750836.0
20010926,3512.13,3554.435,3562.057,3508.367,6233033.0,3867230.0
20010927,3504.158,3501.084,3539.202,3468.966,5641329.0,3197917.0
20010928,3498.626,3505.411,3521.061,3480.184,4982255.0,2711069.0
20011008,3404.159,3490.271,3506.996,3390.424,3869312.0,2332151.0
20011009,3453.629,3398.772,3484.006,3384.362,5538108.0,2560549.0
20011010,3348.101,3454.952,3455.513,3334.797,6437971.0,3190293.0
20011011,3274.333,3344.513,3371.013,3260.614,7113893.0,3684705.0
20011012,3384.697,3273.415,3420.188,3208.318,10659829.0,5301778.0
20011015,3387.814,3386.639,3418.09,3343.045,5144231.0,3360048.0
20011016,3330.902,3392.512,3397.51,3317.199,4761210.0,2655409.0
20011017,3323.58,3323.475,3371.742,3297.114,4880088.0,2344585.0
20011018,3257.133,3322.235,3349.516,3246.562,5170405.0,2718265.0
20011019,3186.589,3245.007,3247.897,3130.509,8716698.0,4114779.0
20011022,3143.696,3176.613,3218.733,3124.571,7100243.0,3179165.0
20011023,3458.028,3423.655,3458.028,3367.054,29049374.0,11441257.0
20011024,3542.614,3580.661,3615.158,3482.025,25701276.0,14671190.0
20011025,3450.404,3522.467,3522.467,3447.533,9382628.0,6072065.0
20011026,3446.992,3434.357,3463.481,3399.739,6298621.0,3842788.0
20011029,3482.355,3449.579,3485.524,3449.579,6733597.0,3498022.0
20011030,3426.406,3484.543,3487.648,3420.364,7403130.0,3096590.0
20011031,3438.528,3421.841,3439.251,3376.022,6839677.0,3014159.0
20011101,3472.525,3445.958,3491.922,3427.678,5970938.0,3836108.0
20011102,3431.986,3469.56,3477.586,3429.243,5321506.0,2817684.0
20011105,3388.99,3425.627,3425.627,3378.298,6416206.0,2655694.0
20011106,3383.874,3390.472,3407.624,3380.429,3961200.0,2064351.0
20011107,3213.391,3375.668,3383.588,3196.81,7592895.0,3923312.0
20011108,3255.044,3173.502,3260.201,3146.758,6000254.0,2949527.0
20011109,3316.219,3251.249,3331.332,3206.399,6257822.0,3338755.0
20011112,3292.134,3326.112,3330.81,3290.101,1925703.24,1872997.1749
20011113,3272.39,3275.094,3298.16,3255.285,2146579.12,2007796.1117
20011114,3270.863,3274.985,3301.433,3268.61,1619741.87,1608492.2732
20011115,3268.903,3273.676,3291.333,3255.02,1454044.79,1441297.3943
20011116,3305.405,3503.078,3512.01,3301.006,6011412.48,5992864.0119
20011119,3320.007,3305.339,3324.193,3294.035,2687894.65,2604762.0175
20011120,3390.691,3322.756,3405.924,3322.697,5094255.94,4899142.6489
20011121,3426.976,3404.68,3427.409,3379.566,4735825.86,4641691.5434
20011122,3464.395,3428.059,3465.23,3420.17,4900419.89,4706757.8166
20011123,3444.907,3462.845,3469.21,3433.115,4568656.62,4354626.1914
20011126,3420.803,3436.567,3436.762,3408.983,3365823.8,3195060.145
20011127,3455.938,3420.591,3456.475,3420.03,3249738.38,3237093.3209
20011128,3485.938,3466.737,3500.913,3465.312,5293515.63,5400588.369
20011129,3484.443,3485.846,3498.712,3470.225,4768000.8,4680359.5211
20011130,3513.752,3480.96,3514.037,3480.876,4736466.93,4538701.8397
20011203,3555.602,3521.278,3570.317,3520.304,6239510.87,6143252.1095
20011204,3582.891,3558.784,3583.89,3540.697,5476194.26,5452479.4349
20011205,3516.492,3578.028,3613.719,3516.492,6903778.2,6969528.2939
20011206,3547.477,3505.745,3547.974,3502.098,4622291.24,4750054.6539
20011207,3557.54,3550.708,3571.417,3536.18,5256041.41,4950723.7271
20011210,3554.395,3553.962,3555.832,3519.374,3773383.71,3586176.7029
20011211,3506.389,3550.62,3553.248,3499.545,4281129.97,4014771.0774
20011212,3465.598,3501.43,3505.177,3460.572,3925873.95,3737562.8293
20011213,3410.551,3459.599,3481.419,3410.263,4053029.54,3806077.7056
20011214,3392.793,3400.249,3428.226,3377.413,3707217.53,3456850.3122
20011217,3374.883,3387.47,3405.564,3365.956,2780779.82,2708912.4468
20011218,3428.957,3377.214,3429.218,3366.207,2855471.85,2838586.4829
20011219,3393.174,3433.644,3450.301,3390.781,3103321.27,3104629.006
20011220,3317.658,3384.295,3384.295,3307.963,3484827.88,3408630.6519
20011221,3330.936,3312.641,3334.072,3302.383,2606452.11,2622207.0105
20011224,3266.101,3333.474,3335.529,3252.72,2649601.65,2611930.8314
20011225,3279.054,3258.004,3283.935,3245.502,2400086.96,2432182.1093
20011226,3324.1,3280.994,3324.909,3269.721,2560959.69,2536220.9327
20011227,3289.933,3329.969,3342.107,3288.339,2937382.88,2941239.6728
20011228,3307.339,3286.928,3311.557,3271.869,3251867.89,3362065.2631
20011231,3325.664,3311.071,3329.953,3303.367,3177504.56,3214986.3212
20020104,3265.877,3319.209,3319.253,3261.849,2070960.51,1801356.4883
20020107,3231.796,3255.653,3255.653,3209.06,2057518.49,1776189.9308
20020108,3201.569,3229.453,3248.19,3197.214,1899120.46,1670519.9369
20020109,3149.304,3191.752,3193.033,3131.256,2731516.23,2321784.7964
20020110,3159.45,3138.711,3175.056,3051.918,3361043.53,3034435.5542
20020111,3065.987,3159.28,3159.28,3064.263,2601790.92,2169994.872
20020114,2934.386,3030.096,3030.096,2933.64,3485181.17,2945343.7364
20020115,2893.019,2914.381,2961.516,2891.568,3045375.44,2576290.8206
20020116,2938.219,2894.299,2949.001,2862.113,3129116.44,2607424.656
20020117,2796.458,2933.64,2933.64,2777.916,3204102.56,2603857.9014
20020118,2784.101,2764.396,2831.162,2706.276,4472224.37,3469405.6246
20020121,2682.455,2776.688,2780.159,2675.025,3881262.14,2819700.8839
20020122,2697.661,2671.28,2781.926,2664.416,4481607.54,3302992.2236
20020123,2890.068,2691.117,2891.756,2676.926,6781981.62,4658591.9206
20020124,2898.457,2874.513,2950.87,2803.229,9152839.28,6610056.7246
20020125,2896.853,2890.12,2917.536,2874.579,5486543.63,3935223.0553
20020128,2702.893,2877.948,2879.777,2699.175,6629182.87,4658423.0024
20020129,2770.226,2672.926,2784.468,2661.907,4800367.85,3351917.6891
20020130,2779.389,2773.093,2801.932,2741.29,4370802.53,2955631.9757
20020131,2982.697,2847.81,3006.39,2847.81,11456921.07,9486821.6279
20020201,2967.725,2987.671,3018.748,2956.986,8614351.92,6872765.5516
20020204,3027.537,2964.147,3031.111,2944.263,6337100.21,4776164.0064
20020205,3041.473,3029.117,3063.777,3006.162,6921923.17,5163789.7098
20020206,2961.796,3044.035,3051.009,2961.299,5699228.3,4440654.8439
20020207,3030.383,2957.646,3046.989,2957.646,5977176.11,4961240.402
20020208,3022.256,3051.607,3064.515,3021.622,5100772.55,4310078.4104
20020225,3064.481,3102.245,3104.371,3051.31,5310168.19,4516373.2754
20020226,3048.74,3062.113,3062.113,3007.582,5248493.22,4175504.3214
20020227,3055.672,3048.477,3076.086,3040.493,4971116.49,3950599.2514
20020228,3029.49,3053.613,3076.699,3024.63,4734547.42,3844742.5459
20020301,2991.258,3022.35,3026.672,2990.943,4676150.52,3500940.8914
20020304,3037.514,2984.363,3038.047,2969.81,4745325.05,3457830.8431
20020305,3113.068,3041.941,3129.981,3041.915,8694961.85,7263727.8126
20020306,3151.439,3127.773,3217.279,3114.193,14438565.63,11792881.4307
20020307,3262.394,3157.675,3263.882,3157.675,13899220.9,11384623.6623
20020308,3318.929,3291.089,3342.267,3243.999,19545608.78,16669521.939
20020311,3380.559,3327.338,3380.559,3291.422,15985662.89,14325648.8067
20020312,3303.289,3382.214,3393.439,3301.734,15408799.34,14221117.8019
20020313,3267.927,3284.23,3348.641,3263.69,12378195.39,10836867.4226
20020314,3359.127,3263.949,3359.332,3262.795,10774772.38,9548374.4133
20020315,3267.809,3373.87,3385.424,3266.723,11898793.44,11103740.7194
20020318,3283.79,3304.509,3338.89,3249.352,8505703.6,7648897.2161
20020319,3334.754,3286.617,3339.237,3266.754,8751680.72,8115108.0409
20020320,3356.716,3343.061,3376.199,3319.498,11355153.52,10653986.602
20020321,3357.019,3365.278,3382.677,3340.787,9983757.48,9247000.7608
20020322,3312.761,3358.636,3358.636,3295.675,7861710.92,7312169.2882
20020325,3312.109,3303.8,3316.292,3290.799,6111798.06,5827207.7245
20020326,3251.034,3313.048,3313.048,3238.13,6794831.62,6350032.1096
20020327,3257.628,3245.631,3264.201,3222.055,6184196.35,5593886.1492
20020328,3259.68,3258.104,3288.55,3246.713,6507194.08,6109629.5323
20020329,3173.9,3257.189,3257.189,3165.426,7712752.48,6927864.1803
20020401,3179.117,3161.103,3186.527,3138.105,5664082.25,4911129.755
20020402,3124.468,3179.25,3187.823,3113.678,6459653.16,5790820.5584
20020403,3142.699,3124.106,3157.403,3123.765,5847397.97,5300701.1715
20020404,3217.556,3140.295,3220.79,3113.469,7068372.5,6362508.1414
20020405,3207.224,3235.709,3247.505,3192.876,7408273.44,6684737.589
20020408,3208.062,3205.812,3215.795,3191.543,4733335.94,4531574.1504
20020409,3263.701,3209.647,3270.397,3194.924,8683745.12,8188685.5449
20020410,3271.024,3269.098,3273.762,3246.68,8078618.45,7497962.0991
20020411,3216.971,3275.422,3275.908,3215.146,7030851.34,6588629.7725
20020412,3231.384,3210.813,3245.196,3209.609,6035305.86,5765140.9871
20020415,3198.257,3233.235,3237.381,3176.571,5745904.54,5278073.3642
20020416,3193.785,3193.966,3216.406,3179.947,5124439.24,4772012.5691
20020417,3192.765,3200.535,3212.713,3172.146,4551979.46,4373361.9942
20020418,3146.061,3192.887,3193.682,3143.848,5021590.67,4583564.8716
20020419,3145.473,3138.802,3149.071,3082.331,6276610.32,5525560.1585
20020422,3124.573,3133.631,3146.0,3114.897,4600186.84,4283458.0991
20020423,3108.305,3122.28,3145.284,3108.305,4233587.63,3865180.0107
20020424,3107.741,3110.12,3130.949,3101.914,4049127.84,3734673.9252
20020425,3122.273,3108.16,3126.006,3095.845,4038045.83,3589637.6242
20020426,3174.88,3125.472,3176.879,3125.472,5565214.65,4974786.4572
20020429,3228.414,3178.171,3229.621,3172.536,7340029.89,7042772.0282
20020430,3253.46,3234.198,3263.496,3229.197,7305885.39,7037324.5586
20020508,3227.925,3255.019,3265.956,3224.702,4203133.95,3873192.7335
