date,financing_balance,financing_purchase,financing_redeem,securities_lending_balance,securities_lending_sell,securities_lending_shares,margin_balance,market,margin_balance_change
2012-01-06,22974795499.0,825709884.0,721921884.0,424102079.0,28232074.0,0.0,23398897578.0,沪市,0.3662361630091926
2012-01-09,22853440665.0,1130784004.0,1252138838.0,493659623.0,36755697.0,0.0,23347100288.0,沪市,-0.22136636919467545
2012-01-10,22773950655.0,1701133654.0,1780623664.0,542466054.0,36201132.0,0.0,23316416709.0,沪市,-0.13142351136329333
2012-01-11,22869720240.0,1274706955.0,1178937370.0,484380898.0,22465195.0,0.0,23354101138.0,沪市,0.16162187127772842
2012-01-12,22781226572.0,1231619261.0,1320112929.0,518981025.0,25652667.0,0.0,23300207597.0,沪市,-0.23076692475356708
2012-01-13,22674391245.0,1133649934.0,1240485261.0,472373707.0,32020707.0,0.0,23146764952.0,沪市,-0.6585462569859479
2012-01-16,22638911372.0,878056969.0,913536842.0,482314622.0,23390485.0,0.0,23121225994.0,沪市,-0.11033489151922593
2012-01-17,22582606058.0,1651314781.0,1707620095.0,472151600.0,44605354.0,0.0,23054757658.0,沪市,-0.2874775585743117
2012-01-18,22564638461.0,1581544852.0,1599512449.0,462490757.0,27677343.0,0.0,23027129218.0,沪市,-0.11983834490844059
2012-01-19,22161798417.0,1384432993.0,1787273037.0,469400533.0,34258703.0,0.0,22631198950.0,沪市,-1.7194078525885281
2012-01-20,21088647331.0,1142179973.0,2215331059.0,465817218.0,26347917.0,0.0,21554464549.0,沪市,-4.757743517605373
2012-01-30,21653344631.0,1502767818.0,938070518.0,517342115.0,27449182.0,0.0,22170686746.0,沪市,2.8589074694902905
2012-01-31,22014346641.0,1044338505.0,683336495.0,516870389.0,25851288.0,0.0,22531217030.0,沪市,1.6261574940390489
2012-02-01,22366485298.0,1285617462.0,933478805.0,499224550.0,29621146.0,0.0,22865709848.0,沪市,1.4845750123245738
2012-02-02,22396236472.0,1178861936.0,1149110762.0,616095248.0,40883119.0,0.0,23012331720.0,沪市,0.6412303531124541
2012-02-03,22515446802.0,1520410924.0,1401200594.0,614937122.0,28466238.0,0.0,23130383924.0,沪市,0.5129954036661166
2012-02-06,22784517940.0,1343935156.0,1074864018.0,647383244.0,30082272.0,0.0,23431901184.0,沪市,1.303554930133033
2012-02-07,23313248252.0,1445701790.0,916971478.0,547716962.0,23234560.0,0.0,23860965214.0,沪市,1.8311106155269208
2012-02-08,23304347745.0,1565565996.0,1574466503.0,626032158.0,42850739.0,0.0,23930379903.0,沪市,0.2909131645658425
2012-02-09,23364280534.0,1737119914.0,1677187125.0,614904727.0,24235925.0,0.0,23979185261.0,沪市,0.20394727621471098
2012-02-10,23186699954.0,1445006748.0,1622587328.0,644878993.0,37539934.0,0.0,23831578947.0,沪市,-0.6155601718464854
2012-02-13,23608213305.0,1582126178.0,1160612827.0,607362447.0,27428688.0,0.0,24215575752.0,沪市,1.6112940139383358
2012-02-14,23860965648.0,1256560815.0,1003808472.0,579118989.0,21818417.0,0.0,24440084637.0,沪市,0.9271259428199174
2012-02-15,24179753364.0,1781362196.0,1462574480.0,601734232.0,33021804.0,0.0,24781487596.0,沪市,1.3968976133705624
2012-02-16,24491754154.0,1582477398.0,1270476608.0,590145157.0,29591666.0,0.0,25081899311.0,沪市,1.212242460571611
2012-02-17,24478237341.0,1179539111.0,1193055924.0,576582374.0,21536477.0,0.0,25054819715.0,沪市,-0.10796469463587588
2012-02-20,24772829932.0,1759766700.0,1465174109.0,579980747.0,25030078.0,0.0,25352810679.0,沪市,1.1893558500506662
2012-02-21,24969797018.0,1563224989.0,1366257903.0,604735691.0,28384179.0,0.0,25574532709.0,沪市,0.874546151143929
2012-02-22,25223728541.0,2434752756.0,2180821233.0,648311438.0,33399169.0,0.0,25872039979.0,沪市,1.1632950380176643
2012-02-23,25509973452.0,2185981378.0,1899736467.0,658672185.0,29827061.0,0.0,26168645637.0,沪市,1.1464332083622075
2012-02-24,25607219924.0,2713861391.0,2616614919.0,715901888.0,38356889.0,0.0,26323121812.0,沪市,0.5903101640903685
2012-02-27,25953096751.0,3344833427.0,2998956600.0,749953321.0,40228327.0,0.0,26703050072.0,沪市,1.4433252359406845
2012-02-28,26173607268.0,2196625510.0,1976114993.0,723104224.0,35380084.0,0.0,26896711492.0,沪市,0.7252408225945306
2012-02-29,26421186475.0,2001683188.0,1754103981.0,618905567.0,21241505.0,0.0,27040092042.0,沪市,0.5330783655193239
2012-03-01,26693098407.0,1544104350.0,1272192418.0,599587277.0,18384913.0,0.0,27292685684.0,沪市,0.9341449045648931
2012-03-02,27048735068.0,2290381860.0,1934745199.0,651310699.0,32257235.0,0.0,27700045767.0,沪市,1.4925613686996408
2012-03-05,27545673775.0,2328139500.0,1831200793.0,661468241.0,23245402.0,0.0,28207142016.0,沪市,1.8306693543594044
2012-03-06,27925437822.0,2260379699.0,1880615652.0,576731626.0,22969708.0,0.0,28502169448.0,沪市,1.0459316716052047
2012-03-07,28322835473.0,2037715180.0,1640317529.0,572080706.0,27513496.0,0.0,28894916179.0,沪市,1.3779538140650471
2012-03-08,28553279578.0,2004963445.0,1774519340.0,617717954.0,30877433.0,0.0,29170997532.0,沪市,0.9554668762135066
2012-03-09,28698907823.0,2039557422.0,1893929177.0,627719200.0,27333645.0,0.0,29326627023.0,沪市,0.5335076074422185
2012-03-12,29313541336.0,2466695709.0,1852062196.0,624485011.0,21119382.0,0.0,29938026347.0,沪市,2.0847925113259613
2012-03-13,29506123404.0,2090953160.0,1898371092.0,650512180.0,26611167.0,0.0,30156635584.0,沪市,0.7302059075845024
2012-03-14,29962495014.0,3971920425.0,3515548815.0,583607249.0,49997459.0,0.0,30546102263.0,沪市,1.2914792099906425
2012-03-15,30030622336.0,2615937639.0,2547810317.0,553397981.0,32707021.0,0.0,30584020317.0,沪市,0.1241338540463488
2012-03-16,30040251162.0,1990283308.0,1980654482.0,560756438.0,28742946.0,0.0,30601007600.0,沪市,0.05554300194654527
2012-03-19,30589579776.0,2323158537.0,1773829923.0,578814778.0,27401075.0,0.0,31168394554.0,沪市,1.8541446785562687
2012-03-20,30881415456.0,2213237546.0,1921401866.0,538233515.0,30913007.0,0.0,31419648971.0,沪市,0.8061192133739681
2012-03-21,31184318827.0,2250811673.0,1947908302.0,524894386.0,35619553.0,0.0,31709213213.0,沪市,0.9216024095853648
2012-03-22,31258610141.0,1552432938.0,1478141624.0,539410434.0,31317968.0,0.0,31798020575.0,沪市,0.28006800863664694
2012-03-23,31324525878.0,1588669351.0,1522753614.0,501264079.0,26483738.0,0.0,31825789957.0,沪市,0.08733053661156287
2012-03-26,31310255462.0,1024520698.0,1038791114.0,500457946.0,23866413.0,0.0,31810713408.0,沪市,-0.04737211242947792
2012-03-27,31652995174.0,1639570640.0,1296830928.0,506940846.0,27388022.0,0.0,32159936020.0,沪市,1.0978144611877072
2012-03-28,31725359177.0,1803704771.0,1731340768.0,472971028.0,42376494.0,0.0,32198330205.0,沪市,0.11938514111509146
2012-03-29,31466692094.0,1468201404.0,1726868487.0,451280109.0,46667617.0,0.0,31917972203.0,沪市,-0.8707221778738838
2012-03-30,30855059829.0,1118746389.0,1730378654.0,498505368.0,62941195.0,0.0,31353565197.0,沪市,-1.7683047106199057
2012-04-05,31036889547.0,1910713961.0,1728884243.0,612979847.0,56598239.0,0.0,31649869394.0,沪市,0.9450414813698904
2012-04-06,31203189503.0,1556670352.0,1390370396.0,638010186.0,46986690.0,0.0,31841199689.0,沪市,0.6045215941278714
2012-04-09,31312683905.0,1263660302.0,1154165900.0,637822011.0,47806726.0,0.0,31950505916.0,沪市,0.3432855170898641
2012-04-10,31315108010.0,1442581118.0,1440157013.0,613613548.0,80355809.0,0.0,31928721558.0,沪市,-0.06818157451801143
2012-04-11,31650530805.0,1620531132.0,1285108337.0,637539984.0,55313390.0,0.0,32288070789.0,沪市,1.1254732838182235
2012-04-12,31658371384.0,2069068142.0,2061227563.0,728861977.0,80194978.0,0.0,32387233361.0,沪市,0.3071182934651695
2012-04-13,31321457781.0,1929005224.0,2265918827.0,724919491.0,42290928.0,0.0,32046377272.0,沪市,-1.0524396610253617
2012-04-16,31551930384.0,1690206798.0,1459734195.0,745742224.0,40483930.0,0.0,32297672608.0,沪市,0.7841614478512948
2012-04-17,31701763328.0,1522188706.0,1372355762.0,644509653.0,28548563.0,0.0,32346272981.0,沪市,0.15047639373235722
2012-04-18,31713063485.0,2056222445.0,2044922288.0,742347355.0,68153995.0,0.0,32455410840.0,沪市,0.33740474231485074
2012-04-19,31763708953.0,2086454193.0,2035808725.0,745588191.0,36252010.0,0.0,32509297144.0,沪市,0.16603180365102332
2012-04-20,31697962487.0,2307629393.0,2373375859.0,799575812.0,65626841.0,0.0,32497538299.0,沪市,-0.03617071432800989
2012-04-23,31919290664.0,2418725607.0,2197397430.0,740475666.0,33113154.0,0.0,32659766330.0,沪市,0.49920098410958236
2012-04-24,31886526859.0,2842912506.0,2875676311.0,698699325.0,100606915.0,0.0,32585226184.0,沪市,-0.2282323310180301
2012-04-25,32022808570.0,2546857177.0,2410575466.0,733448615.0,77263596.0,0.0,32756257185.0,沪市,0.5248728366476163
2012-04-26,32207563433.0,2491763979.0,2307009116.0,711808798.0,61307519.0,0.0,32919372231.0,沪市,0.49796606821945755
2012-04-27,31996092316.0,1870375931.0,2081847048.0,652371267.0,44197746.0,0.0,32648463583.0,沪市,-0.8229459726600941
2012-05-02,32374252299.0,3738262191.0,3360102208.0,762654074.0,96784966.0,0.0,33136906373.0,沪市,1.4960666947106516
2012-05-03,32914444024.0,2695216589.0,2155024864.0,797696945.0,55100759.0,0.0,33712140969.0,沪市,1.7359333111092834
2012-05-04,32929079712.0,2390138078.0,2375502390.0,793584355.0,44620428.0,0.0,33722664067.0,沪市,0.031214564538273315
2012-05-07,33467500884.0,2716734348.0,2178313176.0,728200355.0,47121086.0,0.0,34195701239.0,沪市,1.4027277651023518
2012-05-08,33893622504.0,2441135022.0,2015013402.0,722745535.0,46747769.0,0.0,34616368039.0,沪市,1.230174509538151
2012-05-09,34451948648.0,2651766271.0,2093440127.0,625816606.0,31970137.0,0.0,35077765254.0,沪市,1.3328874204254326
2012-05-10,35040860645.0,2161721639.0,1572809642.0,622693679.0,46438814.0,0.0,35663554324.0,沪市,1.6699726044640206
2012-05-11,35115705765.0,1960511506.0,1885666386.0,618124665.0,52964430.0,0.0,35733830430.0,沪市,0.19705300644334844
2012-05-14,35628803242.0,2461641937.0,1948544460.0,626430094.0,58276789.0,0.0,36255233336.0,沪市,1.459129625136013
2012-05-15,36152562663.0,2036097511.0,1512338090.0,655470335.0,44423368.0,0.0,36808032998.0,沪市,1.5247444606875327
2012-05-16,36779217694.0,2178812217.0,1552157186.0,646127083.0,54455563.0,0.0,37425344777.0,沪市,1.6771115670145775
2012-05-17,36787680964.0,1962619901.0,1954156631.0,715905627.0,72488823.0,0.0,37503586591.0,沪市,0.2090610372895929
2012-05-18,36821357488.0,1888308119.0,1854631595.0,650247666.0,48150091.0,0.0,37471605154.0,沪市,-0.0852756760274076
2012-05-21,37126490787.0,1797956959.0,1492823660.0,691025268.0,70327136.0,0.0,37817516055.0,沪市,0.9231280581079471
2012-05-22,37079833553.0,1671466540.0,1718123774.0,792549634.0,62123968.0,0.0,37872383187.0,沪市,0.14508391275673826
2012-05-23,37072055664.0,1835455665.0,1843233554.0,851734986.0,63951152.0,0.0,37923790650.0,沪市,0.13573865353593284
2012-05-24,37528312047.0,1988441593.0,1532185210.0,814032820.0,48564343.0,0.0,38342344867.0,沪市,1.1036718899301246
2012-05-25,37535963602.0,1497066380.0,1489414825.0,770189440.0,65466655.0,0.0,38306153042.0,沪市,-0.09439126669362752
2012-05-28,37598761062.0,1930551399.0,1867753939.0,770434631.0,79788676.0,0.0,38369195693.0,沪市,0.1645757822010374
2012-05-29,37676358273.0,2823201360.0,2745604149.0,795978999.0,85831190.0,0.0,38472337272.0,沪市,0.2688135029601746
2012-05-30,37985520066.0,2248621352.0,1939459559.0,837500845.0,56907028.0,0.0,38823020911.0,沪市,0.9115215343446836
2012-05-31,38363704389.0,2037759682.0,1659575359.0,762840548.0,41239991.0,0.0,39126544937.0,沪市,0.7818145494030926
2012-06-01,38393016442.0,1909782134.0,1880470081.0,741659426.0,48880185.0,0.0,39134675868.0,沪市,0.020781111680290287
2012-06-04,39201386102.0,2785005768.0,1976636108.0,674920254.0,46517920.0,0.0,39876306356.0,沪市,1.8950725195769902
2012-06-05,39341792121.0,1627172086.0,1486766067.0,693111890.0,72500316.0,0.0,40034904011.0,沪市,0.3977240358826073
2012-06-06,39585278444.0,1698621302.0,1455134979.0,696908292.0,55559875.0,0.0,40282186736.0,沪市,0.6176678353770004
2012-06-07,39824344326.0,1889737375.0,1650671493.0,693817796.0,55219901.0,0.0,40518162122.0,沪市,0.5858057993388677
2012-06-08,39719820736.0,1805598796.0,1910122386.0,707825275.0,68552372.0,0.0,40427646011.0,沪市,-0.22339638882794555
2012-06-11,39915091233.0,1777895999.0,1582625502.0,708140329.0,69193516.0,0.0,40623231562.0,沪市,0.48379158892106755
2012-06-12,40118853209.0,1626998751.0,1423236775.0,775286155.0,86560332.0,0.0,40894139364.0,沪市,0.6668790039180861
2012-06-13,40366154559.0,2136093851.0,1888792501.0,804450614.0,75040967.0,0.0,41170605173.0,沪市,0.6760523960149145
2012-06-14,40463725268.0,1596178919.0,1498608210.0,805817964.0,63646404.0,0.0,41269543232.0,沪市,0.24031237477384337
2012-06-15,40424538156.0,2362756170.0,2401943282.0,752573261.0,61302167.0,0.0,41177111417.0,沪市,-0.22397101533299102
2012-06-18,40774082626.0,1739591533.0,1390047063.0,785854699.0,53460264.0,0.0,41559937325.0,沪市,0.9297055932921738
2012-06-19,40959301472.0,1610403138.0,1425184292.0,737452012.0,50150367.0,0.0,41696753484.0,沪市,0.32920203399271486
2012-06-20,40971366211.0,1305051000.0,1292986261.0,756005017.0,32590772.0,0.0,41727371228.0,沪市,0.07342956331539696
2012-06-21,41216039765.0,1827369234.0,1582695680.0,667886102.0,58747926.0,0.0,41883925867.0,沪市,0.3751845237136564
2012-06-25,41328073117.0,1688930079.0,1576896727.0,638598125.0,50582373.0,0.0,41966671242.0,沪市,0.19755878487310863
2012-06-26,41366843299.0,1329392155.0,1290621973.0,664880194.0,55891667.0,0.0,42031723493.0,沪市,0.15500931828706932
2012-06-27,41452187393.0,1170928470.0,1085584376.0,728466579.0,47294602.0,0.0,42180653972.0,沪市,0.35432874653547053
2012-06-28,41554211158.0,1419503922.0,1317480157.0,699842311.0,41151998.0,0.0,42254053469.0,沪市,0.17401223093582718
2012-06-29,41352503305.0,1575175909.0,1776883762.0,748286235.0,55266063.0,0.0,42100789540.0,沪市,-0.362720062141364
2012-07-02,41651551679.0,1764735984.0,1465687610.0,807498588.0,57944152.0,0.0,42459050267.0,沪市,0.8509596397464625
2012-07-03,41775297474.0,1608081585.0,1484335790.0,835347527.0,60616172.0,0.0,42610645001.0,沪市,0.35703750565947434
2012-07-04,41979741991.0,1502115984.0,1297671467.0,859659598.0,54962884.0,0.0,42839401589.0,沪市,0.5368531454866154
2012-07-05,41980089686.0,1357113618.0,1356765923.0,810716248.0,45976417.0,0.0,42790805934.0,沪市,-0.11343682030441338
2012-07-06,42071500783.0,2161091737.0,2069680640.0,809180403.0,55643954.0,0.0,42880681186.0,沪市,0.2100340249226118
2012-07-09,42433217425.0,2200692162.0,1838975520.0,824026113.0,65970426.0,0.0,43257243538.0,沪市,0.8781631764817721
2012-07-10,42677890401.0,1526392426.0,1281719450.0,790231037.0,51222842.0,0.0,43468121438.0,沪市,0.48749731317194733
2012-07-11,42763477754.0,1400213120.0,1314625767.0,852955616.0,55472817.0,0.0,43616433370.0,沪市,0.3411970131065978
2012-07-12,42958440250.0,2685529361.0,2490566865.0,825305762.0,81076191.0,0.0,43783746012.0,沪市,0.3836000082369839
2012-07-13,42995301769.0,1496117118.0,1459255599.0,809010444.0,57872324.0,0.0,43804312213.0,沪市,0.04697222799154854
2012-07-16,42954857532.0,1612756321.0,1653200558.0,837478653.0,63438603.0,0.0,43792336185.0,沪市,-0.027339838009021733
2012-07-17,42850583006.0,1320741173.0,1425015699.0,822312728.0,78146872.0,0.0,43672895734.0,沪市,-0.2727428162211387
2012-07-18,43001260903.0,1706983756.0,1556305859.0,815806529.0,94063890.0,0.0,43817067432.0,沪市,0.33011710255741455
2012-07-19,43133376716.0,1899781165.0,1767665352.0,855940946.0,101789166.0,0.0,43989317662.0,沪市,0.39311218229589606
2012-07-20,43293277130.0,1377290396.0,1217389982.0,801988558.0,81879998.0,0.0,44095265688.0,沪市,0.2408494417078133
2012-07-23,43520903617.0,1270199632.0,1042573145.0,783217522.0,74122637.0,0.0,44304121139.0,沪市,0.4736459747805455
2012-07-24,43673831708.0,1164984697.0,1012056606.0,794241045.0,74363842.0,0.0,44468072753.0,沪市,0.37005951091009237
2012-07-25,43628637939.0,910461171.0,955654940.0,792767238.0,61189664.0,0.0,44421405177.0,沪市,-0.10494625269509283
2012-07-26,43605874770.0,1117458307.0,1140221476.0,805110770.0,84741539.0,0.0,44410985540.0,沪市,-0.023456342631400506
2012-07-27,43546606535.0,1164631708.0,1223899943.0,776735174.0,90590906.0,0.0,44323341709.0,沪市,-0.1973471877156685
2012-07-30,43600788260.0,1195213435.0,1141031710.0,773619516.0,88269715.0,0.0,44374407776.0,沪市,0.11521258332747308
2012-07-31,43397313276.0,1164959004.0,1368433988.0,819409782.0,95425038.0,0.0,44216723058.0,沪市,-0.3553505858511663
2012-08-01,43473512880.0,1328778018.0,1252578414.0,846108824.0,93231902.0,0.0,44319621704.0,沪市,0.2327143191163783
2012-08-02,43560657150.0,1272423989.0,1185279719.0,892253942.0,102298268.0,0.0,44452911092.0,沪市,0.30074577100456246
2012-08-03,43644324473.0,1253402074.0,1169734751.0,792848081.0,81031202.0,0.0,44437172554.0,沪市,-0.03540496586922348
2012-08-06,43983961626.0,2086998476.0,1747361323.0,803767457.0,99916973.0,0.0,44787729083.0,沪市,0.7888812650580057
2012-08-07,44381161170.0,1916815976.0,1519616432.0,793858759.0,70258344.0,0.0,45175019929.0,沪市,0.8647253476109062
2012-08-08,44382355250.0,1651113021.0,1649918941.0,811850790.0,82835499.0,0.0,45194206040.0,沪市,0.04247061989159917
2012-08-09,44655608409.0,2042616121.0,1769362962.0,807873776.0,96060855.0,0.0,45463482185.0,沪市,0.5958200587961926
2012-08-10,44448470277.0,1847683090.0,2054821222.0,775172979.0,80525607.0,0.0,45223643256.0,沪市,-0.5275419248003232
2012-08-13,44805453973.0,2193592532.0,1836608836.0,723520744.0,104164010.0,0.0,45528974717.0,沪市,0.6751589191335006
2012-08-14,45090974216.0,2023420057.0,1737899814.0,705610508.0,97420910.0,0.0,45796584724.0,沪市,0.5877795594199542
2012-08-15,45370226843.0,1603184447.0,1323931820.0,723991809.0,62266955.0,0.0,46094218652.0,沪市,0.6499042009218359
2012-08-16,45507584487.0,1199331627.0,1061973983.0,704216605.0,54400821.0,0.0,46211801092.0,沪市,0.2550915135100196
2012-08-17,45527705227.0,1327191696.0,1307070956.0,676251541.0,71407936.0,0.0,46203956768.0,沪市,-0.016974720341200733
2012-08-20,45688473487.0,1336773539.0,1176005279.0,687917590.0,79200693.0,0.0,46376391077.0,沪市,0.373202472389611
2012-08-21,45866054150.0,1670213257.0,1492632594.0,714370674.0,98054641.0,0.0,46580424824.0,沪市,0.43995175618827265
2012-08-22,46048682213.0,1477904628.0,1295276565.0,712808353.0,73249776.0,0.0,46761490566.0,沪市,0.3887163817937189
2012-08-23,46197832033.0,1650535999.0,1501386179.0,741581199.0,122034356.0,0.0,46939413232.0,沪市,0.3804897231598714
2012-08-24,45979785983.0,1394092725.0,1612138775.0,739252012.0,91369039.0,0.0,46719037995.0,沪市,-0.46948869154113115
2012-08-27,45733961176.0,1623650005.0,1869474812.0,752748959.0,109171038.0,0.0,46486710135.0,沪市,-0.4972873371768993
2012-08-28,45822985926.0,1503902531.0,1414877781.0,806676314.0,147566751.0,0.0,46629662240.0,沪市,0.30751176967538374
2012-08-29,45764570771.0,1325562119.0,1383977274.0,774751600.0,98202234.0,0.0,46539322371.0,沪市,-0.19373905934600977
2012-08-30,45665093836.0,1463049036.0,1562525971.0,740696134.0,129610280.0,0.0,46405789970.0,沪市,-0.28692381882038376
2012-08-31,45671816226.0,1075961489.0,1069239099.0,747149759.0,94804097.0,0.0,46418965985.0,沪市,0.028393041059149304
2012-09-03,45954941545.0,1669079983.0,1385954664.0,816603315.0,110289744.0,0.0,46771544860.0,沪市,0.7595577960826105
2012-09-04,46165761015.0,1753553472.0,1542734002.0,825213972.0,136972961.0,0.0,46990974987.0,沪市,0.4691530452047621
2012-09-05,46434490498.0,1632564950.0,1363835467.0,866941167.0,125504126.0,0.0,47301431665.0,沪市,0.6606729868573469
2012-09-06,46734326953.0,1608727913.0,1308891458.0,878206655.0,135899804.0,0.0,47612533608.0,沪市,0.6577009025927616
2012-09-07,46551429029.0,4336815591.0,4519713515.0,899376929.0,227423483.0,0.0,47450805958.0,沪市,-0.3396745305165316
2012-09-10,47126249677.0,3477138749.0,2902318101.0,886484812.0,112440098.0,0.0,48012734489.0,沪市,1.1842339021541193
2012-09-11,47897803829.0,2580282922.0,1808728770.0,796149061.0,110351985.0,0.0,48693952890.0,沪市,1.4188285842291926
2012-09-12,48462868314.0,2739662949.0,2174598464.0,822985772.0,162310567.0,0.0,49285854086.0,沪市,1.2155538026191959
2012-09-13,48798184410.0,2208340317.0,1873024221.0,830509365.0,127242730.0,0.0,49628693775.0,沪市,0.6956147871593599
2012-09-14,48670194775.0,2806237438.0,2934227073.0,837191615.0,157294664.0,0.0,49507386390.0,沪市,-0.24442993714476335
2012-09-17,49040117321.0,2558273294.0,2188350748.0,817905616.0,146148054.0,0.0,49858022937.0,沪市,0.708250975395508
2012-09-18,49256955701.0,1754116814.0,1537278434.0,767029684.0,126572029.0,0.0,50023985385.0,沪市,0.33287009436717696
2012-09-19,49533570717.0,1837774603.0,1561159587.0,814641345.0,123927878.0,0.0,50348212062.0,沪市,0.6481424350831988
2012-09-20,49793080866.0,2140705780.0,1881195631.0,802087336.0,131210692.0,0.0,50595168202.0,沪市,0.4904963451252131
2012-09-21,49751841324.0,1769209667.0,1810449209.0,816583676.0,139891973.0,0.0,50568425000.0,沪市,-0.05285722520622649
2012-09-24,49922439548.0,1719001695.0,1548403471.0,837518922.0,152475719.0,0.0,50759958470.0,沪市,0.3787609956212856
2012-09-25,49668053926.0,1347716776.0,1602102398.0,910568341.0,119230488.0,0.0,50578622267.0,沪市,-0.3572426149780483
2012-09-26,49560420336.0,1300488950.0,1408122540.0,887941875.0,140129407.0,0.0,50448362211.0,沪市,-0.2575397473508989
2012-09-27,48907506409.0,2351994804.0,3004908731.0,931647214.0,184576201.0,0.0,49839153623.0,沪市,-1.2075884355808975
2012-09-28,47592602099.0,2247164513.0,3562068823.0,932013450.0,155872499.0,0.0,48524615549.0,沪市,-2.6375609905890607
2012-10-08,48264741771.0,2310097195.0,1637957523.0,969055748.0,115648046.0,0.0,49233797519.0,沪市,1.4614891060473534
2012-10-09,48396852337.0,2764492399.0,2632381833.0,1092153231.0,146184953.0,0.0,49489005568.0,沪市,0.5183594641496203
2012-10-10,48919543554.0,2279615232.0,1756924015.0,1073263343.0,129690882.0,0.0,49992806897.0,沪市,1.0180065717985798
2012-10-11,49440483610.0,2225160985.0,1704220929.0,1045817724.0,195813581.0,0.0,50486301334.0,沪市,0.9871308846825633
2012-10-12,49448638952.0,1908823608.0,1900668266.0,1025770688.0,156486705.0,0.0,50474409640.0,沪市,-0.023554298266625917
2012-10-15,49663180778.0,1691218706.0,1476676880.0,1090407763.0,113395044.0,0.0,50753588541.0,沪市,0.5531097896759762
2012-10-16,49763747191.0,1844932312.0,1744365899.0,1125348375.0,159267653.0,0.0,50889095566.0,沪市,0.2669900373458933
2012-10-17,50073315146.0,1926672446.0,1617104491.0,1172942823.0,153853715.0,0.0,51246257969.0,沪市,0.70184466638199
2012-10-18,49898366599.0,2447878705.0,2622827252.0,1258697877.0,161104011.0,0.0,51157064476.0,沪市,-0.17404879211659896
2012-10-19,49690327417.0,1848948756.0,2056987938.0,1170027001.0,135684548.0,0.0,50860354418.0,沪市,-0.5799982095125888
2012-10-22,49878708176.0,1994060503.0,1805679744.0,1243452816.0,139669193.0,0.0,51122160992.0,沪市,0.514755701166214
2012-10-23,50268571335.0,2284288793.0,1894425634.0,1165651473.0,131752963.0,0.0,51434222808.0,沪市,0.6104237574167337
2012-10-24,50553991724.0,1887157124.0,1601736735.0,1157441737.0,133866147.0,0.0,51711433461.0,沪市,0.5389614888025251
2012-10-25,50925458666.0,2168295969.0,1796829027.0,1100159828.0,139550740.0,0.0,52025618494.0,沪市,0.6075736292186829
2012-10-26,51310726506.0,2288657132.0,1903389292.0,889943114.0,111326685.0,0.0,52200669620.0,沪市,0.3364710138336724
2012-10-29,51689038799.0,1584953781.0,1206641488.0,927847068.0,128121470.0,0.0,52616885867.0,沪市,0.7973389039448886
2012-10-30,51501871483.0,1589603973.0,1776771289.0,1001355314.0,151389572.0,0.0,52503226797.0,沪市,-0.21601253690174405
2012-10-31,51559113178.0,1692366022.0,1635124327.0,1063191973.0,159333903.0,0.0,52622305151.0,沪市,0.22680197249667078
2012-11-01,51237157202.0,2617929839.0,2939885815.0,1142165204.0,186500459.0,0.0,52379322406.0,沪市,-0.46174857658317636
2012-11-02,51130702397.0,2343570856.0,2450025661.0,1181065951.0,147342085.0,0.0,52311768348.0,沪市,-0.1289708512767329
2012-11-05,51362279911.0,2316295635.0,2084718121.0,1218018631.0,143928818.0,0.0,52580298542.0,沪市,0.5133265467411219
2012-11-06,51683392819.0,2421704753.0,2100591845.0,1180023770.0,166281041.0,0.0,52863416589.0,沪市,0.5384489149939942
2012-11-07,51842199361.0,2051691468.0,1892884926.0,1198477605.0,200321673.0,0.0,53040676966.0,沪市,0.3353176703998484
2012-11-08,51702911891.0,2055487490.0,2194774960.0,1160802573.0,224975405.0,0.0,52863714464.0,沪市,-0.33363545136015915
2012-11-09,51496481543.0,1478652032.0,1685082380.0,1169277224.0,207705413.0,0.0,52665758767.0,沪市,-0.37446422183369243
2012-11-12,51537026715.0,1767231895.0,1726686723.0,1292540521.0,239937283.0,0.0,52829567236.0,沪市,0.31103410040043133
2012-11-13,51621569073.0,1885583091.0,1801040733.0,1282131180.0,216004448.0,0.0,52903700253.0,沪市,0.14032486139594624
2012-11-14,51742932659.0,1519967699.0,1398604113.0,1331110919.0,272000019.0,0.0,53074043578.0,沪市,0.3219875437547204
2012-11-15,51834437830.0,1585328945.0,1493823774.0,1291515135.0,229951784.0,0.0,53125952965.0,沪市,0.09780560044141406
2012-11-16,51842436713.0,1662234177.0,1654235294.0,1175452798.0,239594991.0,0.0,53017889511.0,沪市,-0.2034099116700938
2012-11-19,52136377757.0,1674655573.0,1380714529.0,1227615384.0,252906374.0,0.0,53363993141.0,沪市,0.6528053703989789
2012-11-20,52232906651.0,1509399872.0,1412870978.0,1208322014.0,225334923.0,0.0,53441228665.0,沪市,0.1447334044060833
2012-11-21,52338359165.0,1943146103.0,1837693589.0,1306569346.0,308581665.0,0.0,53644928511.0,沪市,0.3811660979520237
2012-11-22,52326315202.0,1332145449.0,1344189412.0,1302639373.0,214932697.0,0.0,53628954575.0,沪市,-0.029777159637234263
2012-11-23,52163842479.0,1543727769.0,1706200492.0,1347840020.0,257859771.0,0.0,53511682499.0,沪市,-0.21867305997173014
2012-11-26,52224867623.0,1322180521.0,1261155377.0,1366826765.0,234474541.0,0.0,53591694388.0,沪市,0.14952228235673992
