date,close,open,high,low,vol,amount,market,change_pct,ma5,ma10,ma20,ma60
1991-01-29,130.95,130.95,130.97,130.95,1387.0,710.741,沪市,-0.38795070743954385,132.048,133.093,132.87050000000002,
1991-01-30,130.44,130.44,130.95,130.41,527.0,260.701,沪市,-0.38946162657502725,131.502,132.71300000000002,132.9505,
1991-01-31,129.97,129.93,130.46,129.93,510.0,244.662,沪市,-0.36031892057650783,130.97400000000002,132.28500000000003,132.942,
1991-02-01,129.51,129.5,129.97,129.45,345.0,140.871,沪市,-0.35392782949912327,130.46599999999998,131.812,132.8455,
1991-02-04,129.05,129.05,129.58,129.05,553.0,273.652,沪市,-0.35518492780478583,129.98399999999998,131.293,132.695,
1991-02-05,128.58,128.56,128.58,128.53,8562.0,4250.084,沪市,-0.36419992251065514,129.51000000000002,130.77900000000002,132.48999999999998,
1991-02-06,129.14,129.13,129.15,128.06,6641.0,3847.268,沪市,0.43552652045417695,129.25,130.376,132.28000000000003,
1991-02-07,129.79,129.74,129.79,129.14,2133.0,1504.814,沪市,0.5033297196840758,129.214,130.094,132.071,
1991-02-08,130.38,130.36,130.39,129.79,1234.0,879.868,沪市,0.4545804761537875,129.38799999999998,129.927,131.85999999999999,
1991-02-11,130.97,130.92,130.97,130.39,9317.0,4834.876,沪市,0.452523393158466,129.772,129.878,131.675,
1991-02-12,131.35,131.54,131.56,130.97,3774.0,1986.983,沪市,0.29014278078949296,130.32599999999996,129.918,131.5055,
1991-02-13,131.92,131.93,131.93,131.35,1152.0,673.738,沪市,0.4339550818424076,130.882,130.066,131.3895,
1991-02-14,132.53,132.53,132.53,132.3,3624.0,1883.072,沪市,0.4624014554275524,131.43,130.322,131.30349999999999,
1991-02-19,133.13,133.12,133.14,133.08,1748.0,1216.176,沪市,0.45272768429789334,131.98,130.684,131.248,
1991-02-20,133.67,133.63,133.67,133.13,876.0,520.724,沪市,0.405618568316668,132.51999999999998,131.14600000000002,131.21949999999998,
1991-02-21,134.28,134.24,134.28,133.67,3220.0,1771.726,沪市,0.4563477220019596,133.106,131.71599999999998,131.2475,
1991-02-22,134.87,134.85,134.87,134.28,3427.0,2003.776,沪市,0.43938039916593397,133.696,132.289,131.3325,
1991-02-25,134.4,134.37,134.87,134.33,810.0,621.015,沪市,-0.3484837250685824,134.07,132.75,131.422,
1991-02-26,133.93,133.9,134.44,133.9,1094.0,2545.711,沪市,-0.34970238095237693,134.23,133.105,131.51600000000002,
1991-02-27,133.47,133.44,133.98,133.44,214.0,141.958,沪市,-0.34346300306130617,134.19,133.355,131.6165,
1991-02-28,133.01,132.99,133.52,132.98,2258.0,1187.974,沪市,-0.34464673709448945,133.936,133.52100000000002,131.71949999999998,
1991-03-01,132.53,132.53,132.53,132.47,7124.0,3777.32,沪市,-0.36087512217125584,133.468,133.582,131.82399999999998,
1991-03-04,131.99,132.09,132.09,131.98,2518.0,1418.017,沪市,-0.40745491586809957,132.986,133.528,131.925,
1991-03-05,131.46,131.42,131.99,131.41,982.0,934.706,沪市,-0.4015455716342209,132.49200000000002,133.36100000000002,132.02249999999998,
1991-03-06,130.94,130.89,130.95,130.89,719.0,1345.39,沪市,-0.3955575840559944,131.98600000000002,133.08800000000002,132.11700000000002,
1991-03-07,130.41,130.41,130.94,130.41,568.0,427.475,沪市,-0.40476554146937627,131.466,132.701,132.20850000000002,
1991-03-08,129.89,129.84,130.41,129.84,933.0,541.77,沪市,-0.39874242772793833,130.93800000000002,132.203,132.24599999999998,
1991-03-11,129.31,129.3,129.89,129.3,514.0,299.524,沪市,-0.44653168065285076,130.402,131.69400000000002,132.22199999999998,
1991-03-12,128.77,128.73,129.31,128.73,957.0,783.099,沪市,-0.41760111360296115,129.86399999999998,131.178,132.1415,
1991-03-13,126.15,126.13,128.77,126.13,498.0,418.28,沪市,-2.034635396443274,128.906,130.446,131.9005,
1991-03-14,125.63,125.61,126.15,125.61,326.0,242.557,沪市,-0.41220768925882556,127.95,129.708,131.6145,
1991-03-15,125.17,125.08,125.62,125.08,790.0,403.52,沪市,-0.36615458091219244,127.006,128.972,131.277,129.44933333333333
1991-03-18,124.71,124.7,125.17,124.69,1250.0,1210.411,沪市,-0.36750019972837666,126.08600000000001,128.244,130.88600000000002,129.8615
